serial_number,latency,timestamp
MONA,1170.662,2022-06-30 13:36:50.070848
LISA,324.306,2022-06-30 13:36:50.728419
BOSSA,324.352,2022-06-30 13:36:52.228522
NOVA,323.962,2022-06-30 13:36:53.731548
TERRA,323.519,2022-06-30 13:36:55.231964
COTA,325.181,2022-06-30 13:36:56.736957
MONA,420.202,2022-06-30 13:36:59.335547
LISA,325.554,2022-06-30 13:37:00.742993
BOSSA,328.014,2022-06-30 13:37:02.248047
NOVA,755.633,2022-06-30 13:37:04.177056
TERRA,324.207,2022-06-30 13:37:05.248666
COTA,324.448,2022-06-30 13:37:06.750342
MONA,332.108,2022-06-30 13:37:09.262323
LISA,348.472,2022-06-30 13:37:10.780216
BOSSA,327.124,2022-06-30 13:37:12.274980
NOVA,404.577,2022-06-30 13:37:13.841355
TERRA,324.343,2022-06-30 13:37:15.265355
COTA,325.577,2022-06-30 13:37:16.767239
MONA,329.897,2022-06-30 13:37:19.274211
LISA,345.938,2022-06-30 13:37:20.791763
BOSSA,324.892,2022-06-30 13:37:22.275158
NOVA,323.911,2022-06-30 13:37:24.206469
TERRA,341.11,2022-06-30 13:37:25.292603
COTA,324.086,2022-06-30 13:37:26.776194
MONA,327.759,2022-06-30 13:37:29.283104
LISA,325.012,2022-06-30 13:37:30.783468
BOSSA,346.465,2022-06-30 13:37:32.306319
NOVA,325.927,2022-06-30 13:37:33.788379
TERRA,326.464,2022-06-30 13:37:35.291313
COTA,334.424,2022-06-30 13:37:36.808124
MONA,504.515,2022-06-30 13:37:39.473901
LISA,325.616,2022-06-30 13:37:40.797767
BOSSA,325.375,2022-06-30 13:37:42.300656
NOVA,324.246,2022-06-30 13:37:43.800413
TERRA,326.697,2022-06-30 13:37:45.305301
COTA,326.143,2022-06-30 13:37:46.823000
MONA,325.861,2022-06-30 13:37:49.316245
LISA,325.263,2022-06-30 13:37:50.812094
BOSSA,336.34,2022-06-30 13:37:52.326028
NOVA,328.086,2022-06-30 13:37:53.821875
TERRA,326.682,2022-06-30 13:37:55.319439
COTA,326.369,2022-06-30 13:37:56.822533
MONA,328.29,2022-06-30 13:37:59.327446
LISA,327.686,2022-06-30 13:38:00.828426
BOSSA,325.764,2022-06-30 13:38:02.328670
NOVA,331.317,2022-06-30 13:38:03.841141
TERRA,746.147,2022-06-30 13:38:05.753282
COTA,333.632,2022-06-30 13:38:06.846690
MONA,333.424,2022-06-30 13:38:09.346954
LISA,338.001,2022-06-30 13:38:10.852701
BOSSA,325.954,2022-06-30 13:38:12.344805
NOVA,327.955,2022-06-30 13:38:13.847148
TERRA,754.97,2022-06-30 13:38:15.776528
COTA,325.341,2022-06-30 13:38:16.853712
MONA,331.267,2022-06-30 13:38:19.359993
LISA,326.302,2022-06-30 13:38:20.859065
BOSSA,325.988,2022-06-30 13:38:22.357602
NOVA,333.495,2022-06-30 13:38:23.868621
TERRA,328.54,2022-06-30 13:38:25.364718
COTA,346.584,2022-06-30 13:38:26.884886
MONA,327.579,2022-06-30 13:38:29.369483
LISA,325.162,2022-06-30 13:38:31.303749
BOSSA,332.978,2022-06-30 13:38:32.379084
NOVA,330.726,2022-06-30 13:38:33.877245
TERRA,335.412,2022-06-30 13:38:35.414154
COTA,342.04,2022-06-30 13:38:36.892895
